Home Address,City,State,Zip,Volunteered in the past, 2019 Gift , 2018 Gift , 2017 Gift , 2016 Gift , 2015 Gift , 2014 Gift , 2013 Gift , 2012 Gift , 2011 Gift ,CompTotal
9243 Arctic   Hill,Colorado Springs,Mississippi,51096,FALSE," $87,619.72 "," $12,644.81 "," $5,681.61 ",,," $39,841.35 ",,," $88,245.40 ",
3528 Sheffield Alley,Salem,Illinois,77416,TRUE," $26,395.56 "," $91,366.56 "," $13,395.48 ",,," $55,254.35 ",,," $75,138.65 ",
2265 Jackson Street,Milwaukee,Texas,78646,FALSE," $24,120.02 "," $76,866.97 "," $86,301.60 ",,," $32,937.00 ",,," $64,833.79 ",
6278 Canon Avenue,Murfreesboro,New York,95386,TRUE," $33,511.14 "," $4,619.99 "," $1,019.22 ",,," $9,767.33 ",,," $14,729.58 ",
823 Fairview Boulevard,Tokyo,North Dakota,29204,TRUE," $12,247.02 "," $5,821.58 "," $26,486.95 ",,," $50,349.07 ",,," $95,312.27 ",
5909 King Edward  Road,Quebec,Michigan,79478,TRUE," $93,738.73 "," $26,003.46 "," $10,091.97 ",,," $45,669.75 ",,," $67,780.68 ",
6886 Norland  Hill,Amarillo,Kansas,61588,FALSE," $1,169.99 "," $77,727.24 "," $11,107.73 ",,," $31,883.15 ",,," $30,989.66 ",
9401 Linden Vale,Oklahoma City,Tennessee,55514,FALSE," $8,455.03 "," $51,864.54 "," $46,062.79 ",,," $17,781.12 ",,," $34,737.93 ",
5328 Magnolia Crossroad,San Antonio,Illinois,38194,TRUE," $61,360.13 "," $32,195.06 "," $27,997.06 ",,," $43,224.04 ",,," $64,819.59 ",
9765 Railroad Pass,Kansas City,North Dakota,40140,TRUE," $75,624.98 "," $30,436.35 "," $72,028.25 ",,," $29,804.93 ",,," $93,043.19 ",
5340 Clavell   Route,Tulsa,Georgia,92739,TRUE," $22,483.15 "," $32,619.49 "," $94,312.56 ",,," $41,880.57 ",,," $17,885.36 ",
6963 Lake Grove,Bakersfield,Kentucky,67444,FALSE," $7,280.62 "," $36,863.58 "," $37,801.78 ",,," $97,064.05 ",,," $6,090.06 ",
8856 Victoria  Alley,Bakersfield,Texas,71570,TRUE," $70,833.00 "," $46,538.65 "," $19,295.89 ",,," $17,954.61 ",,," $33,518.18 ",
5499 Arbutus   Rue,Worcester,New Jersey,65789,FALSE," $31,390.00 "," $73,823.07 "," $11,200.60 ",,," $16,323.89 ",,," $78,790.25 ",
5315 Balfe   Rue,Honolulu,Tennessee,33027,FALSE," $84,243.21 "," $14,918.36 "," $20,556.92 ",,," $2,161.74 ",,," $50,954.38 ",
3320 Heritage Walk,Madrid,Texas,64521,TRUE," $51,914.82 "," $7,837.63 "," $55,648.34 ",,," $26,826.68 ",,," $90,356.81 ",
4275 Sheffield Drive,Arlington,Hawaii,52978,TRUE," $17,500.41 "," $60,893.59 "," $2,823.24 ",,," $37,920.75 ",,," $9,034.20 ",
662 Blackall   Crossroad,London,Hawaii,11787,FALSE," $14,026.55 "," $32,725.63 "," $33,227.05 ",,," $81,112.32 ",,," $21,480.83 ",
5157 Clere  Tunnel,Fayetteville,South Carolina,60863,FALSE," $74,969.78 "," $19,184.10 "," $51,995.09 ",,," $98,138.75 ",,," $68,467.28 ",
6215 Boadicea   Way,Innsbruck,Virginia,48149,TRUE," $5,813.97 "," $94,454.31 "," $59,586.99 ",,," $86,983.74 ",,," $84,309.28 ",
5617 Yoakley Crossroad,Salem,Nevada,71750,FALSE," $73,792.77 "," $95,041.95 "," $80,283.29 ",,," $57,282.30 ",,," $27,759.67 ",
9313 Cleaver Vale,Bakersfield,South Carolina,22090,FALSE," $29,180.99 "," $44,186.34 "," $81,637.96 ",,," $27,731.24 ",,," $36,830.25 ",
9398 South Road,Stockton,Idaho,76581,TRUE," $93,777.37 "," $5,002.69 "," $20,413.65 ",,," $78,448.15 ",,," $5,111.22 ",
3262 Ampton  Tunnel,Prague,Massachussets,80718,FALSE," $66,615.29 "," $48,685.65 "," $69,735.68 ",,," $94,174.16 ",,," $25,801.06 ",
4333 Calderwood   Road,Quebec,Oregon,40550,FALSE," $53,990.24 "," $86,965.77 "," $64,133.86 ",,," $90,290.02 ",,," $62,661.75 ",
7507 Zealand Drive,Glendale,Missouri,95605,FALSE," $42,765.20 "," $39,321.96 "," $36,545.92 ",,," $19,058.65 ",,," $93,243.68 ",
